year_id,location_name,rei_id,direction.x,food,age_group_name,sex,parameter,mean,upper,lower,unit,direction.y,lower_optimal,optimal,upper_optimal,unit_optimal,Relative_Percent
2017,Tonga,117,Diet high,processed meat,All available ages,Female,continuous,0.531404605434816,0.61652970037229,0.459418429782307,g/day,high,0,2,4,g,26.5702302717408
2017,Vanuatu,117,Diet high,processed meat,All available ages,Male,continuous,0.537992554369474,0.632728331265836,0.454881409358992,g/day,high,0,2,4,g,26.899627718473702
2017,Vanuatu,117,Diet high,processed meat,All available ages,Female,continuous,0.407586568319811,0.476776477768012,0.342803087723678,g/day,high,0,2,4,g,20.37932841599055
2017,Armenia,117,Diet high,processed meat,All available ages,Male,continuous,1.48984281426943,1.71926011938367,1.27394957094617,g/day,high,0,2,4,g,74.4921407134715
2017,Armenia,117,Diet high,processed meat,All available ages,Female,continuous,1.12382018959945,1.29921780561118,0.974191916052626,g/day,high,0,2,4,g,56.1910094799725
2017,Azerbaijan,117,Diet high,processed meat,All available ages,Male,continuous,3.74277665645563,4.46088771591684,3.18512653803957,g/day,high,0,2,4,g,187.1388328227815
2017,Azerbaijan,117,Diet high,processed meat,All available ages,Female,continuous,2.85280622905078,3.33262991664554,2.4290260327504,g/day,high,0,2,4,g,142.64031145253898
2017,Georgia,117,Diet high,processed meat,All available ages,Male,continuous,2.75328336004006,3.17987159101054,2.38548031401672,g/day,high,0,2,4,g,137.664168002003
2017,Georgia,117,Diet high,processed meat,All available ages,Female,continuous,2.06322834916271,2.36133003887907,1.79285949889336,g/day,high,0,2,4,g,103.1614174581355
2017,Kazakhstan,117,Diet high,processed meat,All available ages,Male,continuous,4.41054625208089,5.1644027731287,3.72205530021305,g/day,high,0,2,4,g,220.52731260404448
2017,Kazakhstan,117,Diet high,processed meat,All available ages,Female,continuous,3.3554422212455,3.86743889404649,2.89182995853222,g/day,high,0,2,4,g,167.772111062275
2017,Kyrgyzstan,117,Diet high,processed meat,All available ages,Male,continuous,1.74997551449592,2.10762753732572,1.46259476823473,g/day,high,0,2,4,g,87.49877572479599
2017,Kyrgyzstan,117,Diet high,processed meat,All available ages,Female,continuous,1.31238194176397,1.52087379467159,1.11791333146103,g/day,high,0,2,4,g,65.6190970881985
2017,Mongolia,117,Diet high,processed meat,All available ages,Male,continuous,3.09382045132841,3.6492661366788,2.60263063173108,g/day,high,0,2,4,g,154.69102256642051
2017,Mongolia,117,Diet high,processed meat,All available ages,Female,continuous,2.34013700598828,2.73631209868864,2.00607272651848,g/day,high,0,2,4,g,117.006850299414
2017,Tajikistan,117,Diet high,processed meat,All available ages,Male,continuous,1.58983151287871,1.88437096121831,1.33982602457019,g/day,high,0,2,4,g,79.49157564393549
2017,Tajikistan,117,Diet high,processed meat,All available ages,Female,continuous,1.19385842233558,1.39577612398344,1.01098788156456,g/day,high,0,2,4,g,59.692921116779
2017,Turkmenistan,117,Diet high,processed meat,All available ages,Male,continuous,3.74945247276612,4.44380818677707,3.16355021971629,g/day,high,0,2,4,g,187.472623638306
2017,Turkmenistan,117,Diet high,processed meat,All available ages,Female,continuous,2.85133138204978,3.30879265147942,2.41003734362285,g/day,high,0,2,4,g,142.56656910248898
2017,Uzbekistan,117,Diet high,processed meat,All available ages,Male,continuous,2.40702104051203,2.84253381833001,2.034911079047,g/day,high,0,2,4,g,120.3510520256015
2017,Uzbekistan,117,Diet high,processed meat,All available ages,Female,continuous,1.81437916990644,2.12977126160447,1.5396163375905,g/day,high,0,2,4,g,90.718958495322
2017,Albania,117,Diet high,processed meat,All available ages,Male,continuous,7.59844437887306,8.52482243331552,6.66058902736684,g/day,high,0,2,4,g,379.922218943653
2017,Albania,117,Diet high,processed meat,All available ages,Female,continuous,5.59144410321763,6.26940600323319,4.97136931013261,g/day,high,0,2,4,g,279.5722051608815
2017,Bosnia and Herzegovina,117,Diet high,processed meat,All available ages,Male,continuous,4.01492808631867,4.67206829764579,3.47851047459144,g/day,high,0,2,4,g,200.7464043159335
2017,Bosnia and Herzegovina,117,Diet high,processed meat,All available ages,Female,continuous,3.00014395631478,3.44902768534764,2.6051232905551,g/day,high,0,2,4,g,150.007197815739
2017,Bulgaria,117,Diet high,processed meat,All available ages,Male,continuous,6.77851561493262,7.76243017720572,5.91360373742672,g/day,high,0,2,4,g,338.925780746631
2017,Bulgaria,117,Diet high,processed meat,All available ages,Female,continuous,5.1014774529508,5.75815383083528,4.49595747639205,g/day,high,0,2,4,g,255.07387264753999
2017,Croatia,117,Diet high,processed meat,All available ages,Male,continuous,1.42765046719526,1.63282655868556,1.23523561547234,g/day,high,0,2,4,g,71.382523359763
2017,Croatia,117,Diet high,processed meat,All available ages,Female,continuous,1.12661250025022,1.27683445929577,0.987290472955209,g/day,high,0,2,4,g,56.33062501251101
2017,Czech Republic,117,Diet high,processed meat,All available ages,Male,continuous,6.74970422133915,7.82840470004204,5.82504733902016,g/day,high,0,2,4,g,337.4852110669575
2017,Czech Republic,117,Diet high,processed meat,All available ages,Female,continuous,5.08875428431327,5.79786979790821,4.44004510299717,g/day,high,0,2,4,g,254.43771421566348
2017,Hungary,117,Diet high,processed meat,All available ages,Male,continuous,5.9911988041873,6.84497716397369,5.25842822752474,g/day,high,0,2,4,g,299.559940209365
2017,Hungary,117,Diet high,processed meat,All available ages,Female,continuous,4.47146029519328,5.03075293105037,3.95558502209216,g/day,high,0,2,4,g,223.573014759664
2017,Macedonia,117,Diet high,processed meat,All available ages,Male,continuous,4.48550555669472,5.17703493627055,3.88854335423691,g/day,high,0,2,4,g,224.27527783473602
2017,Macedonia,117,Diet high,processed meat,All available ages,Female,continuous,3.38906864445622,3.90165400894648,2.92199680764461,g/day,high,0,2,4,g,169.453432222811
2017,Montenegro,117,Diet high,processed meat,All available ages,Male,continuous,4.11842908447255,4.63305033367227,3.6603576383683,g/day,high,0,2,4,g,205.92145422362748
2017,Montenegro,117,Diet high,processed meat,All available ages,Female,continuous,3.15418178212344,3.53105787784003,2.79531937195556,g/day,high,0,2,4,g,157.709089106172
2017,Poland,117,Diet high,processed meat,All available ages,Male,continuous,4.33843480568201,4.99276698405067,3.81846424997244,g/day,high,0,2,4,g,216.9217402841005
2017,Poland,117,Diet high,processed meat,All available ages,Female,continuous,3.2143983140655,3.67574453775831,2.82951820531201,g/day,high,0,2,4,g,160.719915703275
2017,Romania,117,Diet high,processed meat,All available ages,Male,continuous,6.3969798369547,7.33448009731278,5.52822723096939,g/day,high,0,2,4,g,319.848991847735
2017,Romania,117,Diet high,processed meat,All available ages,Female,continuous,4.82485569003604,5.43890068396102,4.21236743430732,g/day,high,0,2,4,g,241.24278450180202
2017,Serbia,117,Diet high,processed meat,All available ages,Male,continuous,2.67655305246053,3.04507551980142,2.35428340438616,g/day,high,0,2,4,g,133.8276526230265
2017,Serbia,117,Diet high,processed meat,All available ages,Female,continuous,2.10041009219748,2.38478447464092,1.8566528016345,g/day,high,0,2,4,g,105.020504609874
2017,Slovakia,117,Diet high,processed meat,All available ages,Male,continuous,6.92761741585177,7.85625182612742,6.04404057870807,g/day,high,0,2,4,g,346.3808707925885
2017,Slovakia,117,Diet high,processed meat,All available ages,Female,continuous,5.1769324810221,5.86225657265477,4.54297282421066,g/day,high,0,2,4,g,258.84662405110504
2017,Slovenia,117,Diet high,processed meat,All available ages,Male,continuous,7.05691087845743,7.83562657552323,6.3410963229354,g/day,high,0,2,4,g,352.84554392287146
2017,Slovenia,117,Diet high,processed meat,All available ages,Female,continuous,5.23151367910658,5.8377210438833,4.67019931869358,g/day,high,0,2,4,g,261.575683955329
2017,Belarus,117,Diet high,processed meat,All available ages,Male,continuous,6.65277241356936,7.68968700697721,5.75761613604471,g/day,high,0,2,4,g,332.638620678468
2017,Belarus,117,Diet high,processed meat,All available ages,Female,continuous,4.9598328301534,5.67040105200659,4.33990568181852,g/day,high,0,2,4,g,247.99164150766998
2017,Estonia,117,Diet high,processed meat,All available ages,Male,continuous,10.7797673395852,12.0289415344325,9.64670664610844,g/day,high,0,2,4,g,538.98836697926
2017,Estonia,117,Diet high,processed meat,All available ages,Female,continuous,7.92123847618064,8.73930583236403,7.18893854724224,g/day,high,0,2,4,g,396.06192380903195
2017,Latvia,117,Diet high,processed meat,All available ages,Male,continuous,12.0224225449815,13.3489329039762,10.7997474156318,g/day,high,0,2,4,g,601.121127249075
2017,Latvia,117,Diet high,processed meat,All available ages,Female,continuous,8.73168146045309,9.62565796667395,7.88901735365509,g/day,high,0,2,4,g,436.58407302265454
2017,Lithuania,117,Diet high,processed meat,All available ages,Male,continuous,13.455975169454,15.1049974783665,11.934054288029,g/day,high,0,2,4,g,672.7987584727
2017,Lithuania,117,Diet high,processed meat,All available ages,Female,continuous,9.86394496957173,10.9758511383212,8.86523071645024,g/day,high,0,2,4,g,493.19724847858646
2017,Moldova,117,Diet high,processed meat,All available ages,Male,continuous,3.5313890006968,4.10041560469959,2.9885740738292,g/day,high,0,2,4,g,176.56945003484
2017,Moldova,117,Diet high,processed meat,All available ages,Female,continuous,2.59767629694548,2.98206912800651,2.25691197254264,g/day,high,0,2,4,g,129.883814847274
2017,Russian Federation,117,Diet high,processed meat,All available ages,Male,continuous,9.38987050379772,10.773428121463,8.10894262303252,g/day,high,0,2,4,g,469.493525189886
2017,Russian Federation,117,Diet high,processed meat,All available ages,Female,continuous,6.87104492282615,7.7488955405342,6.05624388044595,g/day,high,0,2,4,g,343.5522461413075
2017,Ukraine,117,Diet high,processed meat,All available ages,Male,continuous,3.63384697026285,4.21056052268998,3.12888707921746,g/day,high,0,2,4,g,181.69234851314252
2017,Ukraine,117,Diet high,processed meat,All available ages,Female,continuous,2.71805891221692,3.14551518657395,2.34832233467337,g/day,high,0,2,4,g,135.902945610846
2017,Brunei,117,Diet high,processed meat,All available ages,Male,continuous,8.77510798007409,10.4059263242593,7.3473692488555,g/day,high,0,2,4,g,438.7553990037045
2017,Brunei,117,Diet high,processed meat,All available ages,Female,continuous,6.58393249188885,7.69696139299704,5.53429001402536,g/day,high,0,2,4,g,329.19662459444254
2017,Japan,117,Diet high,processed meat,All available ages,Male,continuous,14.9087789915954,15.9503050468958,14.0125667302983,g/day,high,0,2,4,g,745.43894957977
2017,Japan,117,Diet high,processed meat,All available ages,Female,continuous,11.0421016757189,11.7348074742471,10.3606627184147,g/day,high,0,2,4,g,552.105083785945
2017,South Korea,117,Diet high,processed meat,All available ages,Male,continuous,4.14712307610017,4.66542857195899,3.66270221598852,g/day,high,0,2,4,g,207.35615380500852
2017,South Korea,117,Diet high,processed meat,All available ages,Female,continuous,2.82821042188932,3.14507259463808,2.52785074620112,g/day,high,0,2,4,g,141.410521094466
2017,Singapore,117,Diet high,processed meat,All available ages,Male,continuous,2.92947836851865,3.41887402828809,2.4922376443519,g/day,high,0,2,4,g,146.47391842593248
2017,Singapore,117,Diet high,processed meat,All available ages,Female,continuous,2.2194768923164,2.56865467594505,1.91150949276566,g/day,high,0,2,4,g,110.97384461582
2017,Australia,117,Diet high,processed meat,All available ages,Male,continuous,7.08793528619222,8.0303960256648,6.16504981211654,g/day,high,0,2,4,g,354.396764309611
2017,Australia,117,Diet high,processed meat,All available ages,Female,continuous,5.39498079210717,6.11118470963461,4.75819919019905,g/day,high,0,2,4,g,269.7490396053585
2017,New Zealand,117,Diet high,processed meat,All available ages,Male,continuous,6.91519236943485,7.90372230803828,6.02309302718438,g/day,high,0,2,4,g,345.7596184717425
2017,New Zealand,117,Diet high,processed meat,All available ages,Female,continuous,5.26263711165589,6.01930940974414,4.60744190951522,g/day,high,0,2,4,g,263.13185558279446
2017,Andorra,117,Diet high,processed meat,All available ages,Male,continuous,11.0005751473326,12.7661339670776,9.42936617300408,g/day,high,0,2,4,g,550.0287573666301
2017,Andorra,117,Diet high,processed meat,All available ages,Female,continuous,8.3825393239639,9.66054946221128,7.2623078399023004,g/day,high,0,2,4,g,419.126966198195
2017,Austria,117,Diet high,processed meat,All available ages,Male,continuous,6.59043668703212,7.26967024547334,5.89861445849658,g/day,high,0,2,4,g,329.521834351606
2017,Austria,117,Diet high,processed meat,All available ages,Female,continuous,5.00474969492205,5.59652230346267,4.47019296507554,g/day,high,0,2,4,g,250.2374847461025
2017,Belgium,117,Diet high,processed meat,All available ages,Male,continuous,9.03592429666149,10.0818222006051,8.00595670352007,g/day,high,0,2,4,g,451.7962148330745
2017,Belgium,117,Diet high,processed meat,All available ages,Female,continuous,6.84325495289813,7.67977973131014,6.06938853660081,g/day,high,0,2,4,g,342.1627476449065
2017,Cyprus,117,Diet high,processed meat,All available ages,Male,continuous,5.40915373429133,6.29020392380522,4.65321874958659,g/day,high,0,2,4,g,270.4576867145665
2017,Cyprus,117,Diet high,processed meat,All available ages,Female,continuous,4.18712668888133,4.78527234616701,3.61028427996977,g/day,high,0,2,4,g,209.3563344440665
2017,Denmark,117,Diet high,processed meat,All available ages,Male,continuous,9.91681535611209,11.1680249072929,8.85922538793107,g/day,high,0,2,4,g,495.8407678056045
2017,Denmark,117,Diet high,processed meat,All available ages,Female,continuous,7.48223888270349,8.4463614465847,6.65817924299731,g/day,high,0,2,4,g,374.1119441351745
2017,Finland,117,Diet high,processed meat,All available ages,Male,continuous,8.58542448521917,9.55559955621648,7.71870866861724,g/day,high,0,2,4,g,429.2712242609585
2017,Finland,117,Diet high,processed meat,All available ages,Female,continuous,6.38500513186048,7.14826528717746,5.74794578046861,g/day,high,0,2,4,g,319.250256593024
2017,France,117,Diet high,processed meat,All available ages,Male,continuous,8.96497753923767,10.0102630701697,7.9201773266299504,g/day,high,0,2,4,g,448.2488769618835
2017,France,117,Diet high,processed meat,All available ages,Female,continuous,7.17630097221463,8.0443878889796,6.3861335169886,g/day,high,0,2,4,g,358.8150486107315
2017,Germany,117,Diet high,processed meat,All available ages,Male,continuous,12.4460452682033,13.6912323304417,11.31365350254,g/day,high,0,2,4,g,622.302263410165
2017,Germany,117,Diet high,processed meat,All available ages,Female,continuous,9.81099131213401,10.9098607145251,8.82766663160629,g/day,high,0,2,4,g,490.5495656067005
2017,Greece,117,Diet high,processed meat,All available ages,Male,continuous,4.23164652543852,4.82060779944007,3.71325375445991,g/day,high,0,2,4,g,211.58232627192598
2017,Greece,117,Diet high,processed meat,All available ages,Female,continuous,3.18620821181645,3.58416939483508,2.81583550100187,g/day,high,0,2,4,g,159.3104105908225
2017,Iceland,117,Diet high,processed meat,All available ages,Male,continuous,8.92845889258853,10.2904326704604,7.65768908378481,g/day,high,0,2,4,g,446.4229446294265
2017,Iceland,117,Diet high,processed meat,All available ages,Female,continuous,6.76888287570828,7.76907804046419,5.9243830385311,g/day,high,0,2,4,g,338.444143785414
2017,Ireland,117,Diet high,processed meat,All available ages,Male,continuous,7.25919881877095,8.10970317652522,6.52551019798503,g/day,high,0,2,4,g,362.9599409385475
2017,Ireland,117,Diet high,processed meat,All available ages,Female,continuous,5.52520531929633,6.1299804992772,4.96197256766784,g/day,high,0,2,4,g,276.26026596481654
2017,Israel,117,Diet high,processed meat,All available ages,Male,continuous,4.57290987363616,5.24884590195551,3.96039034609995,g/day,high,0,2,4,g,228.645493681808
2017,Israel,117,Diet high,processed meat,All available ages,Female,continuous,3.4565326526151,3.94621271187079,3.02870315648243,g/day,high,0,2,4,g,172.826632630755
2017,Italy,117,Diet high,processed meat,All available ages,Male,continuous,9.46126449941131,10.793574640937,8.32595902948273,g/day,high,0,2,4,g,473.0632249705655
2017,Italy,117,Diet high,processed meat,All available ages,Female,continuous,7.01173035862249,7.97482919704434,6.20532774681108,g/day,high,0,2,4,g,350.5865179311245
2017,Luxembourg,117,Diet high,processed meat,All available ages,Male,continuous,11.225910930507,12.50809180498,9.9541505428101,g/day,high,0,2,4,g,561.29554652535
2017,Luxembourg,117,Diet high,processed meat,All available ages,Female,continuous,8.55200684966715,9.4823842442099,7.67025395835024,g/day,high,0,2,4,g,427.60034248335745
2017,Malta,117,Diet high,processed meat,All available ages,Male,continuous,8.04457837133952,9.15065997706364,7.03539926556476,g/day,high,0,2,4,g,402.228918566976
2017,Malta,117,Diet high,processed meat,All available ages,Female,continuous,6.01301944004785,6.78707685765728,5.27260966601348,g/day,high,0,2,4,g,300.6509720023925
2017,Netherlands,117,Diet high,processed meat,All available ages,Male,continuous,9.44508871893246,10.7129015669746,8.38448096941153,g/day,high,0,2,4,g,472.254435946623
2017,Netherlands,117,Diet high,processed meat,All available ages,Female,continuous,7.73955789765468,8.78644278341226,6.80182798838445,g/day,high,0,2,4,g,386.977894882734
2017,Norway,117,Diet high,processed meat,All available ages,Male,continuous,38.1519507722342,41.2527083424184,35.178473762445,g/day,high,0,2,4,g,1907.59753861171
2017,Norway,117,Diet high,processed meat,All available ages,Female,continuous,27.1685797267462,29.6132720848509,24.9155907772283,g/day,high,0,2,4,g,1358.4289863373099
2017,Portugal,117,Diet high,processed meat,All available ages,Male,continuous,3.73493823334233,4.19593695071018,3.26765382630958,g/day,high,0,2,4,g,186.7469116671165
2017,Portugal,117,Diet high,processed meat,All available ages,Female,continuous,2.87131982881822,3.2459783148888,2.5554822039929,g/day,high,0,2,4,g,143.565991440911
2017,Spain,117,Diet high,processed meat,All available ages,Male,continuous,8.76537731997001,9.86515584687727,7.81551666382098,g/day,high,0,2,4,g,438.26886599850053
2017,Spain,117,Diet high,processed meat,All available ages,Female,continuous,6.62895778509169,7.43603252846133,5.92215708650883,g/day,high,0,2,4,g,331.4478892545845
2017,Sweden,117,Diet high,processed meat,All available ages,Male,continuous,22.9634220980137,25.0929518961298,20.8785475158959,g/day,high,0,2,4,g,1148.1711049006851
2017,Sweden,117,Diet high,processed meat,All available ages,Female,continuous,14.8731330718227,16.3062282557864,13.5210911283793,g/day,high,0,2,4,g,743.656653591135
2017,Switzerland,117,Diet high,processed meat,All available ages,Male,continuous,7.92066955607654,8.92897373784013,6.95327642600823,g/day,high,0,2,4,g,396.033477803827
2017,Switzerland,117,Diet high,processed meat,All available ages,Female,continuous,6.00407791575947,6.75344193902492,5.3414960062097,g/day,high,0,2,4,g,300.20389578797347
2017,United Kingdom,117,Diet high,processed meat,All available ages,Male,continuous,13.8401438108424,15.4765009727129,12.5022985549636,g/day,high,0,2,4,g,692.00719054212
2017,United Kingdom,117,Diet high,processed meat,All available ages,Female,continuous,10.3102991102548,11.5286911964823,9.20232773254564,g/day,high,0,2,4,g,515.51495551274
2017,Argentina,117,Diet high,processed meat,All available ages,Male,continuous,4.17758411967333,4.78798422312668,3.58154288826856,g/day,high,0,2,4,g,208.8792059836665
2017,Argentina,117,Diet high,processed meat,All available ages,Female,continuous,3.17208894161574,3.64321898872988,2.74232219262736,g/day,high,0,2,4,g,158.604447080787
2017,Chile,117,Diet high,processed meat,All available ages,Male,continuous,15.8171836904026,17.8137073439499,13.8815945628441,g/day,high,0,2,4,g,790.85918452013
2017,Chile,117,Diet high,processed meat,All available ages,Female,continuous,12.9248272965705,14.5577568837274,11.3962886151336,g/day,high,0,2,4,g,646.241364828525
2017,Uruguay,117,Diet high,processed meat,All available ages,Male,continuous,6.88758023834822,7.94520252888843,5.9453259621999,g/day,high,0,2,4,g,344.379011917411
2017,Uruguay,117,Diet high,processed meat,All available ages,Female,continuous,5.22280439779968,5.93268927684707,4.56563967631272,g/day,high,0,2,4,g,261.140219889984
2017,Canada,117,Diet high,processed meat,All available ages,Male,continuous,16.5164137477906,18.90904456482,14.1959211355581,g/day,high,0,2,4,g,825.82068738953
2017,Canada,117,Diet high,processed meat,All available ages,Female,continuous,11.7242083628459,13.4303983661839,10.2850588561647,g/day,high,0,2,4,g,586.210418142295
2017,United States,117,Diet high,processed meat,All available ages,Male,continuous,25.3193431574004,27.9985466489463,22.8540428545066,g/day,high,0,2,4,g,1265.96715787002
2017,United States,117,Diet high,processed meat,All available ages,Female,continuous,16.9004494200306,18.5730063116651,15.322637085337,g/day,high,0,2,4,g,845.02247100153
2017,Antigua and Barbuda,117,Diet high,processed meat,All available ages,Male,continuous,2.4511009734925,2.83896362243695,2.07721824051201,g/day,high,0,2,4,g,122.55504867462498
2017,Antigua and Barbuda,117,Diet high,processed meat,All available ages,Female,continuous,1.88920224145455,2.20537779563514,1.63714754821741,g/day,high,0,2,4,g,94.4601120727275
2017,The Bahamas,117,Diet high,processed meat,All available ages,Male,continuous,2.55717845261404,2.98684831188282,2.17713356628164,g/day,high,0,2,4,g,127.858922630702
2017,The Bahamas,117,Diet high,processed meat,All available ages,Female,continuous,1.9692392495108,2.27078678294663,1.69077852876431,g/day,high,0,2,4,g,98.46196247554
